company,name,location,salary,edu,experience,skills,demand,company_type,company_nature,company_scale
Dimension5,大语言模型算法工程师,南京,17-33K,本科,1-3年,大模型算法 算法工程师 Toolformer Llama LangChain,"岗位职责：1. 负责面向D5渲染器以及未来D5产品形态的AI Agent系统搭建；2. 跟踪Agent前沿人机交互方式，完成调研和理论研究工作；3. 与产品、设计和开发团队紧密合作，确保交付高质量的Agent解决方案；4. 大语言模型LLM应用部署、微调及空间设计领域数据构建。岗位要求：1. 本科以上学历，计算机相关专业，1-3年工作经验，具有较强的工程实践能力；2. 至少熟练掌握Python、C++等一种AI算法或部署相关语言,有良好编程能力和算法基础；3. 熟悉深度学习、自然语言处理相关算法和原理，对Transformer，BERT，GPT等模型和结构有较好的认识。加分项：1. 有GPT/Llama等模型的使用/训练/微调经验，熟悉Prompt Engineering，熟悉LangChain等LLM的应用框架;2. 对于AI Agent相关框架和应用有浓厚兴趣并且乐于尝试，如AutoGPT/Toolformer等。",其他,外资（非欧美）,1000-5000人
字节跳动,资深安全研发工程师,北京,27-53K,本科,经验不限,Python Linux Redis Shell 信息安全,职位描述1、负责公司内部自动化安全产品的开发。完善平台自动化安全的能力；2、负责公司内部通用安全组件设计和开发；3、负责风控系统开发。职位要求1、熟练掌握 Linux 平台的各种开发技能；2、精通一种或几种以下语言，Python / Go 等等 ；3、熟悉常用算法和数据结构，熟悉网络编程、多线程编程技术 ；4、熟悉MySQL、Redis、MongoDB等数据存储系统 ；5、善于学习和运用新知识，具有良好的分析和解决问题能力；6、具有良好的团队合作精神和积极主动的沟通意识。加分项：1、有安全产品开发背景优先；2、比较了解安全开发、安全测试、漏洞检测等安全知识。黑盒扫描/安全平台/IAST/SOC/SIEM/SOAR  base可选北京/杭州,其他,上市公司,1000-5000人
北京乐讯科技有限公司,网络工程师,曲靖,11-14K,大专,5天/周 5个月,网络设计 网络配置调试,岗位职责： 1、能够根据用户需求，设计和编写网络方案； 2、能根据网络项目要求，完成网络及相关设备的配置和调试（包括设备选型）； 3、能根据网络项目内容，对客户进行培训；  4、能快速的掌握网络新技术的部署和实施； 5、完成上级交代的其他工作。 任职要求： 1、熟悉思科、华为等主流厂商网络产品； 2、参加过大中型网络工程项目； 3、具有良好的沟通能力和文档编写能力； 4、计算机相关专业、专科以上学历； 5、3年以上工作经验；  6、具有CCIE、HCIE证书者优先或其他证书。,互联网,外资（非欧美）,1000-5000人
星邦互娱,H5游戏前端开发主程,青岛,37-50K,硕士,5-10年,HTML CSS HTML5 游戏引擎 Android iOS Web端 移动端,"工作职责：1、负责H5游戏前端开发工作，框架搭建,相关前端功能模块实现；2、建立规范合理的开发流程，管理前端开发进度；3、对H5游戏质量负责，保证模块的可行性和稳定性，以及在移动设备和移动浏览器上的性能调优，提升用户体验4、技术难点攻关，评估设计难点，提出解决方案5、负责前端人员招聘与培养。任职要求：1、本科及以上学历，计算机相关专业，5年以上游戏开发工作经验，2年以上主程经验，有成功的H5游戏开发经验优先；2、熟练使用任一游戏引擎（laya,egret,cocos,u3d等），熟悉laya引擎优先；3、熟悉JavaScript、TypeScript语言，熟悉HTML5及CSS，具有良好的面向对象编程的思想；4、了解IOS和Android移动平台Web开发技术标准；5、有良好的分析问题能力、系统进度把控能力，对攻关疑难问题具有深厚兴趣；6、具有良好的沟通能力和责任心，以及团队协作能力和意识7、具备良好的程序框架设计能力、较好的团队管理能力。",其他,民营公司,500-1000人
高小顿,项目管培生,东营,9-13K,学历不限,在校/应届,市场/公关项目 校园推广 市场运营 高校市场推广,岗位职责：1、协助项目经理进行财经培训类项目开发工作；2、协助项目经理进行竞品分析、财经教育行业调查等工作；3、学员的线上\线下活动运营；4、协助项目经理组织、策划和执行项目的市场公关活动；5、组织区域市场调研、竞争信息收集、市场情报收集和分析；6、负责客户管理，建立并维护客户信息数据库，为客户提供个性化服务，提升客户价值；7、与其他部门在横向沟通方面，相互配合，共同推动业务发展。岗位要求：1.大学统招本科及以上学历；2.担任院/校级学生会主席、副主席或社团、协会及某项目主要负责人等相关职务；3.优秀的活动策划能力、较好的组织及统筹能力，具备一定商业敏锐度；4.逻辑清晰、条理分明，处事、沟通简洁干练；5.较强的抗压能力及乐于分享的积极心态；6.热爱教育培训行业，对金融行业有一定的了解。加分项有以下行业经验：学校/学历教育·培训/辅导机构·证券/期货,其他,民营公司,少于50人
浙江三网科技股份...,硬件-售前方案设计,杭州,8-12K,高中,1-3年,系统集成 智慧城市信息化项目 售前技术支持经验,1、在领导的统筹协调下，完成中小型项目的智能化方案设计、预埋图设计、施工图设计、设备清单、招标技术要求等相关工作;2、协助项目负责人完成成果汇报、现场技术服务、设计交底等工作任职要求:1.本科以上学历，自动化类、通信类、建筑智能化等相关专业，从事智能建筑设计1年及以上。2.基本了解行业有关政策、规范、标准。了解专业的主计内容、主要技术发展，对常用设备的主要性能有一定 + 解。五险一金 周末双休 早九晚五点半,互联网,上市公司,50-150人
诚易人,APP后端开发工程师,珠海,12-15K,本科,3-5年,后端开发 WEB开发 Linux java javascript IDEA MySQL SpringBoot,"岗位职责：1.Java后台开发，兼项目负责人、定制项目，负责公司产品的技术研发和实现；2.数据库设计，数据库接口开发，为前端提供标准数据；3.配合产品、前端完成所有项目的开发、升级、维护；4.负责微信公众平台所需要的接口和数据管理，5.与其他部门技术对接，完成系统联调工作。任职要求：6.兼顾前端web的开发。1.大学本科以上学历，相关工作经验3年以上；2.熟悉常见开发环境，有单独部署服务器能力；3.熟练掌握Java语言，熟悉常用设计模式，并能应用于性能优化；4.了解视频服务相关技术；5.掌握分布式缓存、消息队列的使用，熟悉大型分布式，高并发，高负载、高可用性系统的设计和开发；6.掌握数据库知识，熟练使用MySQL,Mongodb等常见数据库系统;7.精通常见开源框架的原理及设计模式，逻辑思维清晰，逻辑处理能力强。",其他,外资（非欧美）,1000-5000人
国源科技,web研发工程师,沈阳,7-10K,本科,3-5年,前端开发,"1.本科以上，3年及以上前端开发经验；2.熟练掌握Vue前端框架，有多个完整的项目开发经验；3.有扎实的vue相关基础知识，组件封装经验；4.熟悉webpack,npm，elemetn-ui，es6语法等；5.前端基础扎实，熟练掌握：JavaScript、HTML、CSS，sass等，有较强的的页面布局和样式修改能力；6.熟悉git的使用；7.熟悉常用linux, nginx命令；8.热爱编码，有良好的产品意识，代码风格，能从技术角度推动产品优化；9.良好的沟通能力与团队协作精神，思路清晰，有较强的独立学习钻研能力和逻辑分析能力；10.有独立解决问题的能力，能保证自己的代码质量，有责任心；11.有uniapp开发小程序工作经验满足以下条件者优先：1.有webgis开发经验（mapbox,cesuim,arcgis api for javascript等）2.有大屏可视化经验（echarts，antv-L7,threejs等）；3.了解微服务；",互联网,民营公司,150-500人
西安华为云计算技术,华为云AI大模型,上海,25-51K,硕士,经验不限,大模型 AI 人工智能 算法,"团队简介：华为云A|科学计算团队围绕科学领域的基础问题，利用云、大数据、A|技术打造业界领先的科学计算大模型，A|科学计算平台及其解决方案。在基因测序，药物研发，临床研究和气象研究等多个科学计算领域，取得了一系列业界领先的成果。2019年团队发布了首个基因组AutoML工AAutoGenome;2021年团队发布了业界最大的盘古药物分子大模型PanguDrug,在20余个下游任务实现了SOTA；2021年团队也发布了盘古医学大模型PanguMedical,在中文医学信息挑战榜CBLUE中夺得了榜首，2023年团队发布了盘古气象大模型PanguWeather,预测指标全面超过了传统气象数值计算系统，并发表于Nature正刊。加入我们，共同打造科学计算大模型，打造A|科学计算产业的智能底座！岗位职责1、负责基于机器学习/深度学习算法的气象监测和预报算法研发；2、根据气象产品需求对算法调研、设计、研发及持续优化；3、参与研究相关预报算法研发，提高气象要素预报精度；4、气象数据统计分析及可视化，5、调研已有气象技术，负责前沿成果转化和技术实现。岗位要求1、大气科学、气象学或空气动力学等相关专业硕士以上学历，有一年以上的AI模型训练经验，发表过A|顶会论文者优先。或者计算机科学相关专业硕士以上学历，对气象预报感兴趣并了解基本原理，发表过Al气象预报相关论文者优先，2、对气象过程有一定的了解，熟悉数值预报/气象同化/气象数据处理/气象数据可视化者优先；3、熟悉|inu×系统和shell脚本，掌握至少一种编程语言并能够娴熟运用于项目开发和算法预研中；4、熟悉深度学习算法，能熟练使用pytorch/tensorflow/mindspore中的至少一种开源训练框架，并且将之运用于实际项目中。有完备的深度学习算法实验设计经验，并且产出相关论文者优先。",互联网,上市公司,50-150人
贰佰号科技,气象实习生,北京,4-5K,硕士,3天/周 3个月,WRF 资料同化 新能源行业,职责描述：1.负责气象区域数值模式搭建。2.负责气象数据调研、存储、分析和计算工作。3.尽全力提升气象预报准确率。4.参与公司的其他能源气象相关业务。岗位要求：1.气象学、大气科学等相关专业统招硕士及以上学历。2.气象数值模式搭建或运行经验，有资料同化经验者优先。3.熟悉Python/NCL/Fortran中的一种，有数值预报优化经验者优先。4.有功率预测、中长期发电量预测等相关经验者优先。,互联网,外资（非欧美）,1000-5000人
中色交院,售前工程师,佛山,4-8K,本科,1-3年,岩土监测,售前支持工程师岗位职责：1、针对公司交通行业监测、市政桥梁监测、水利水电大坝工程监测、地质灾害监测项目，设计编写监测技术方案；  2、根据项目情况编写投标文件；3、进行工程现场勘察工作。 任职资格：1、本科以上学历，水利工程、地质工程、土木工程等相关专业；2、 熟悉水利工程、地质灾害、路桥隧等的结构安全监测技术，有相关水利工程、地灾监测、桥隧监测经历者优先。3、能够进行整体监测方案设计、投标文件编写制做。4、能够根据监测数据对相关结构健康状况进行分析、判断。,其他,民营公司,50-150人
中企云链,高级Java工程师,北京,19-36K,大专,5-10年,Java HTML SQL 分布式技术 微服务架构 Spring MySQL Linux,岗位职责：1、负责应用平台实现方案分析、开发方案设计、模块分解、接口定义、关键代码编写等工作；2、负责应用平台对接的后台业务逻辑功能（J2EE程序）设计开发；3、负责解决应用平台研发过程中的技术难题，对整个应用的交付质量负责；4、对开发小组进行技术管理，积累公共组件，引入开源组件等；5、对开发过程进行管理，制定开发计划，保证按项目计划交付等；6、负责研发平台的分布式架构设计和开发；7、承担部分新功能课题得预研和公关，写出demo、对其封装并指导后期开发应用。任职要求：1、统招本科以上学历，计算机科学与技术专业；2、具有5年及以上互联网产品开发和设计经验（能力强者可适当放宽）；3、5年以上Java开发经验，基础能力良好，熟悉面向对象的程序设计方法；4、精通Oracle，Mysql，mongodb，redis数据库，5年以上开发使用经验；熟练掌握SQL语句，具备数据库调优能力；5、精通握Spring，SpringMVC，Hibernate，Mybatis，shiros，cas，MQ等开源框架以及jQuery，Ajax，Html等Web前端技术； 6、熟悉常用linux命令（基本命令及系统监控命令），具有在linux下配置jvm，WEB应用服务器，mysql和oracle数据库的经验；7、良好的面向对象设计、编程技术功底，有架构设计经验者优先；8、掌握分布式架构，精通springCloud，Apache Dubbo，有分布式开发经验优先；9、了解加密算法，掌握对称加密和非对称加密原理；10、能够很好的与产品，设计和前台开发人员沟通协作，具有良好的团队合作，协作精神。,互联网,民营公司,50-150人
世纪北极星,深度学习,南平,21-43K,硕士,3-5年,人工智能 算法 机器学习,岗位职责：1、参与大规模机器学习平台的功能设计和研发；2、调研和开发机器学习平台各种高性能、稳定可靠基础组件；3、分布式高并发在线系统设计；4、调研、分析、提炼用户需求，持续迭代增加平台功能；5、用GPU来优化平台深度学习算法性能；6、了解自然语言处理，精通文本处理。岗位要求：1、统招硕士及以上学历；2、编程能力优秀，熟练掌握C/C++/Python，熟悉Linux操作系统开发环境，可以胜任快速原型实现与开发；3、对深度学习算法有实践经验，熟悉TensorFlow等常见开源机器学习框架；4、对前沿、有价值的研究领域保持敏感，对技术与研究有热情，愿意挑战新的算法和新的领域 ；5、具有开源项目贡献者或者参与过文本数据分类等产品优先；4、熟悉常用机器学习算法，具备算法使用和改进经验；5、较强的团队合作能力和工作规划能力，能有条不紊推进项目按时完成。,其他,民营公司,少于50人
甘肃纳维网络科技...,大前端开发工程师,兰州,7-10K,大专,3-5年,JavaScript React 计算机/软件工程相关专业 前端开发经验,"大前端开发工程师1. 3年以上团队经验，5年以上开发经验。 2. 能设计和实现网站UI和交互方面的开发需求，保证优质的用户体验；3. 使用 React Native和原生技术（iOS或Android）开发APP；4. 使用 cordova.js，Node.JS、React Native、WEBPACK开发PC端及移动端WEB；5. 从前端技术角度，根据业务逻辑开发最优交互方式；任职要求：1. 负责APP和移动端H5前端代码开发；2. 精通APP混合开发技术React Native，熟悉其内置模块及组件功能及用途；3. 能根据业务需求开发自定义RN模块和组件；4. 熟悉HTML /CSS/JavaScript/DOM等；5. 熟悉 cordova.js,Vue.js，React等前端全家桶；6. 带团队在项目中运用过Uniapp解决问题；7. 了解Bootstrap，jQuery，AJAX等技术,了解MVVM、MVP、MVC架构模式；8. 不论是Java还是PHP处理后端，都能很好编写前端接口；9. 对OOP、设计模式、数据结构和基础算法有一定了解；10、沟通能力强，具有良好团队合作精神、高度责任心、个性乐观开朗。待遇福利：1、有行业竞争力的工资水平，多样化的奖金如项目奖，年终奖；2、员工享有按国家规定保险，带薪年休假，出差补贴等各种补助；3、公司关注员工成长，有新员工培训和相关业务培训，对优秀员工进行表彰；4、组织文娱活动，年度旅游，丰富员工生活，公司氛围融洽。",互联网,民营公司,150-500人
轮汇科技,Java,黄山,4-6K,学历不限,经验不限,Java,看看再说吧，看看再说吧,互联网,民营公司,150-500人
腾讯,Web 前端开发工程师,北京,24-48K,高中,3-5年,前端开发 WEB开发 JavaScript TypeScript React React.JS,工作职责参与腾讯研究生态业务的前端架构设计和开发工作，如腾讯问卷、用研云、腾讯兔小巢等参与公司级前端数据可视化库开发和开源运作参与需求评审、项目排期、架构设计和编码、用户体验优化工作要求3年以上前端开发经验、具备扎实的 HTML\CSS\JS 基础熟练使用 TypeScript熟练使用 React \ Vue 等前端框架、库类熟练使用 Webpack \ Rollup \ Npm 等工具链理解 Web 标准，熟悉 HTTP 网络协议具有良好的学习能力、沟通能力、服务理念和合作精神能接受挑战并承担工作压力,其他,上市公司,10000人以上
知助数据,大数据服务后端工程师,上海,12-19K,本科,5天/周 1个月,Java,职位要求：1，有优秀的代码能力，有优秀的解决问题的能力，对分析和处理有挑战性的问题充满激情；2，有很强的学习能力，积极主动，能承担压力。3，有扎实的计算机基础，熟悉 Java / Scala 等编程语?；4，熟悉Java各种服务框架5，对 Spark / Hadoop / HBase / Ka<ka / ElasticSearch有了解。公司主页：http://spiderdata.ai/,互联网,外资（非欧美）,1000-5000人
天云融创数据科技,高级售前工程师,上海,16-28K,本科,5-10年,售前技术支持经验 人工智能 大数据,工作职责:1、负责公司大数据平台的产品设计，解决方案编写，推广和落地支持工作2、作为大数据平台专家与公司各个部门进行协同，提供行业解决方案支持3、作为大数据平台专家，能够把握行业的市场和技术发展趋势，推动行业产品、解决方案和合作生态的落地4、作为大数据平台专家，支持战略和外拓客户云相关项目的落地，可独立完成需求分析和方案设计并能给用户进行方案讲解。任职资格:1、具备5年以上技术架构和实施经验，本科及以上学历，计算机相关专业优先；2、熟悉金融行业，有大型金融机构（国有大行、全国股份制银行、央行、银联等等）技术架构实战经验；3、有云计算、虚拟化、服务器、网络、存储、数据库中多个领域工作经验，掌握相关技术原理；4、具备大数据平台/灾备/数据库/容器/中间件等相关技能与实践经验；5、熟悉Linux工作环境，了解tce、openstack、K8S、hadoop等相关知识；6、有大数据平台落地规划、灾备规划等解决方案设计能力，熟悉金融行业特点。加分项有以下行业经验：计算机软件·企业服务加分项有以下行业经验：企业服务·计算机软件,互联网,民营公司,150-500人
金钻,Python工程师-兼职,临沂,7-12K,本科,1-3年,数据结构 Linux Unix MySQL SQL Server Django Flask Tornado,"职位描述：1、参与软件项目的编码实施,单元测试和文档编写；2、负责技术需求,将需求拆分成独立的业务功能,并负责相关的开发等工作；3、负责部分核心技术问题的攻关，架构设计，系统优化，协助解决项目开发过程中的技术难题；4、配合项目的整体计划和安排，对业务人员进行技术指导； 岗位要求：1、本科以上学历，计算机或相关专业；扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；2、精通Python语言, 代码风格良好，3年以上python开发经验;3、精通常见的Python Web框架, 包括但不限于Django、Flask, Tornado，读过源码，有框架优化经验 ;4、熟悉面向对象的软件设计及设计模式;5、精通数据模型的设计优化及常用DB的调优;6、熟悉Git工作流，可以和团队协同工作 熟悉Linux下开发、熟练使用常用Linux命令;7、有openstack开发经验优先。8、熟悉SQL，熟悉Orcale、DB2、SQLSERVER、Mysql数据库应用开发中至少一个；9、熟悉linux/Unix常用操作命令，了解shell",其他,民营公司,50-150人
北京通用人工智能...,软件工程师,北京,28-55K,本科,经验不限,C++ C语言 Golang C++服务端开发经验 音视频相关开发经验 Linux开发/部署经验,职责描述：建立通用人工智能操作系统及相关数据和服务平台，任务包括：认知人工智能系统架构和通信协议，微服务封装和部署，云-端协同，实时交互信息处理和任务规划，离线数据挖掘和机器学习等。任职要求：1、本科及以上学历，计算机科学或相关学科；2、具有用 C/C++/Golang 进行系统或平台开发经验；3、具有Linux环境开发和部署经验；4、具有大数据并行处理和分布式计算经验。加分项：熟悉主流云计算平台；熟悉实时流处理系统；熟悉网络通信和socket编程；熟悉高可靠服务搭建和运维；熟悉人工智能和机器学习基本概念。,互联网,外资（非欧美）,1000-5000人
畅春互联,大数据开发工程师,嘉兴,18-25K,本科,经验不限,Python Java Spark Hadoop Hbase Flink MapReduce Flume,"岗位职责：1.	参与大数据架构的规划设计，参与业务建模及数据化运营平台的搭建、运维；2.	负责智慧城市大数据平台系统架构设计，实现及开发；3.	负责高吞吐高可用数据实时和离线采集，高并发的大数据业务架构设计与开发、实施和维护工作；4.	参与数据仓库设计，根据业务需求实现高效率高灵活性的查询，数据分析，数据挖掘;5.	负责解决，攻克大数据平台的核心技术问题任职要求：1.	本科或以上学历，计算机、数学、通信等相关专业,精通数据仓库和数据挖掘的相关技术，有实际大数据项目经验；2.	具有非常扎实的Java基础，熟悉Shell、Python等语言;3.	扎实的数据结构及算法功底，优秀的工程实现能力；4.	具有大数据整体系统架构设计和实战经验，熟悉CDH、HDP、TDH至少一款大数据产品5.	精通MapReduce设计方法，Strom、Spark、Flink计算框架、对NoSQL，Hadoop、Hbase、Hive、Kafaka、Flume等大数据处理相关技术有充分的理解，并且有实践经验，能解决应用中的复杂问题;6.	精通设计模式、设计原则、面向对象编程开发，精通可扩展分布式编程；",其他,国企,5000-10000人
四维图新,网络工程师,北京,18-36K,本科,3天/周 6个月,网络建设/系统集成经验 网络运维经验 CCNA/CCNP CCIE aci Horizon Cisco,职位工作：合格候选人将实施与运维四维自动驾驶相关项目中CISCO应用中心基础设施（ACI）、Nexus交换机等。1、负责公司项目网络设计、实施及维护（主要为CISCO 9/7/5/3/2 和H3C9800系列、飞塔系列。）2、四维自动驾驶相关项目 网络方案出具及实施、运维4、完成公司网络方向所需的其他任务所需技能：1、熟悉CISCO SDN解决方案 CISCO ACI设计、配置、运维，有完整ACI项目实施或者运维经验。2、熟悉VMWARE企业服务器产品VSPHERE架构与桌面端产品HORZION，并且有完整项目实施经验。4、熟悉TCP/IP原理、熟悉OSPF、BGP、MPLSVPN、IPSECVPN、SSLVPN等原理5、能够分析、配置和排除中大型网络故障，是至少一个领域的技术专家。6、完整设计并实施过至少2个以上大型网络项目（1000W+）7、沟通能力较强，团队协作能力较强加分8、工作积极主动、愿意加班、责任心强、对网络及系统有较高兴趣，有主动研究云网络及软件网络兴趣加分9、英语口语能交流加分10、有CISCO CCNP、CCIE证书加分11、熟悉LINUX系统操作、容器K8S集群加分,其他,外资（非欧美）,1000-5000人
慧士通,高级前端开发,绵阳,6-8K,硕士,3-5年,JavaScript HTML5 Vue 前端开发经验,"1.熟悉js,vue,html等前端开发相关语音2.熟练使用idea,webstorm,vscode等开发工具3.熟练使用oracle,mysql等数据库4.工作地点绵阳5.三年以上工作经验",其他,民营公司,50-150人
星空企服,Python开发工程师,茂名,9-15K,大专,1-3年,后端 数据开发 机器学习/算法工程 Python 服务端开发经验 全栈开发经验 爬虫经验,工作职责：1、参与项目的需求调研和需求分析、自动化工具软件设计与开发；2、根据产品需求完成模块设计、代码实现和调测优化等工作；3、 负责地区的报税开发；4、 持续发现系统中存在的各项问题并提出改进方案；5、 能独立解决开发中遇到的难点问题；6、 完成上级交办的其他任务。任职资格：1、统招本科及以上学历，两年以上工作经验，熟悉python编程语言，会JavaScript优先；2、熟悉Windows开发环境和代码管理工具，熟悉多线程、网络编程、正则表达式等；3、有Selenium自动化、RPA开发经验优先；4、有实际项目经验；5、性格积极乐观，诚信，主动、责任心强，能自我驱动，有较强的语言表达能力；具有良好的沟通、团队协作、计划和创新的能力；6、具备独立的深度思考能力，给出结合实际情况的较为理想的技术解决方案。,其他,民营公司,500-1000人
云科安信,数据安全工程师,北京,9-17K,博士,1-3年,安全运维和保障 数据安全管理经验 安全运维经验 安全产品/平台开发经验 CISSP/CISP CISA CISM 数据分类 DSMM 数据安全,职责描述：1、依照国家数据安全法律法规及企业数据安全风险管理指南，制定企业数据安全保护技术规范；2、调研各单位数据安全业务需求，提供数据生命周期安全防护解决方案和技术支持； 3、设计并提出与业务需求匹配的产品需求，包括编制项目方案和技术需求书，跟进POC验证和项目实施；4、定期对网络安全、数据安全风险控制情况进行检查、评估和总结，编制风险分析报告；5、其他上级交办任务。职位要求：1、大专及以上学历，3年以上网络安全或数据安全技术工作经验；2、精通网络安全体系架构和主流数据安全技术及防范手段；3、熟悉数据安全法律法规、技术标准规范以及DSMM成熟度模型；4、具有数据分类分级、访问控制、脱敏加密及日志审计实施经验者优先；5、具有较强的沟通、表达和解决问题的能力，有突出的公文写作能力者优先。6、拥有数据安全相关资质认证者优先。,互联网,上市公司,500-1000人
抖快祥云,项目助理,福州,5-6K,高中,经验不限,电商/零售项目,协助项目经理对所管辖的区域客户进行信息跟踪、分析及报告，并定期进行更新,互联网,民营公司,50-150人
郴州飞英,项目经理,郴州,5-9K,大专,3-5年,运维管理,负责项目资源的协工作积极主动，具有高度的责任心和项目推动力组织确保项目团队各干系人协同工作。加分项有以下行业经验：房地产开发经营,其他,民营公司,50-150人
北京有信必达科技,C++开发工程师,三亚,24-48K,本科,3-5年,音视频经验 C++ QT OpenGL 仿真 架构设计经验 图形开发经验,1.负责Simdroid平台的接口开发和功能开发；2.辅助制定Simdroid平台开发规范。1.计算机、软件工程或力学相关等专业，统招本科及以上学历；2.熟练掌握C/C++编程，具有5年以上大型软件主程经验；3. 具备良好的程序架构能力，熟练掌握QT开发工具；3.熟悉常用的设计模式，并在实际工作中应用；4.有多线程、多进程编程及客户端软件开发工作经验；5.熟悉主流的桌面端软件的常见架构和开发模式。加分项：1.具有OpenGL/VTK/OSG等相关经验者优先2.具有3D建模相关经验者优先3.具有Python开发经验者优先。,互联网,民营公司,50-150人
前鹏信息,全栈开发工程师,南京,10-15K,本科,3-5年,全栈侧重后端 Vue Java Spring/Spring Boot MySQL/Redis/MongoDB 计算机相关专业 全栈项目经验 后端开发经验,任职要求如下：1、全日制本科及以上学历，软件工程、计算机等相关专业毕业；2、具有4年及以上Java Web开发或设计经验；3、有SpringCloud等微服务架构、大数据架构搭建，调优经验者优先；；4、熟悉MySQL、SqlServer、Oracle、DB2等数据库，能在指导下部署分布式高可用类数据库系统环境，同时掌握较为复杂的数据库脚本编写能力；具有大型数据库开发和设计经验者优先；5、能独立完成较为复杂功能的开发，并具备一定的前后端组件化封装能力；6、能独立完成简单应用系统或技术产品的技术方案和整体详细设计工作；7、具备良好的沟通表达能力、独立的工作能力以及团队合作能力。,其他,上市公司,1000-5000人
联恒创业,网络驻场运维工程师,哈尔滨,8-13K,本科,1-3年,故障处理 IDC维护 交换机配置 负载均衡 网络规划设计 路由器配置 CCIE证书 网络工程师证,1.工作地点：北京（金融/国企类客户）2.福利待遇：交通补助、电话补助、餐费补助、重大节日有过节费或礼品、国家法定节假日休息、工作1年以上有年假；岗位职责职责1、负责客户日常网络安全设备运营维护；2、负责客户安全策略的修改3、负责客户网络安全的日常巡检、巡检报告的编写；4、负责客户网络的故障处理、故障报告的编写；5、网络割接、变更等实施类工作及方案的编写；6、完成客户要求的其他工作；岗位要求1、能够接受驻场工作，具有良好的沟通能力；2、大学专科科及以上学历，计算机相关专业最佳；3、两年及以上网络安全运维工作经验；4、熟练掌握思科、华为、华三等主流厂商的交换机、路由器、防火墙安装、配置；5、熟悉主流厂商安全设备的原理及基础配置；6、熟悉深信服AF、AD、F5负载或迪普安全产品优先，有高级认证优先；7、获得CCIE证书或HCIE证书者优先；,其他,上市公司,500-1000人
华为,软件开发工程师,昆明,12-20K,初中及以下,在校/应届,Python Java 不接受居家办公 云计算经验 全栈工程师 C/C++ 计算机/软件工程经验,软件开发工程师—公共开发部毕业时间：2024年工作职责:1、负责软件设计和交付，包括DSP嵌入式软件开发、大规模并行化软件设计、多线程多任务的动态调度，动态内存管理、AI Framework软件框架、编程语言模型等软件关键技术研究；2、负责软件研发及商用过程中的功能、性能、可靠性等问题的定位解决；3、负责软件新技术的预研和产品实现，提升产品优势；4、负责多模软SOC芯片设计、开发和验证工作，包括计算、存储、互联、调度、并行化等关键芯片技术研究，提供持续领先的基带芯片解决方案；5、对外洞察学术界、工业界新方向，通过机器学习、Tensor、大数据等行业新技术的探索，研究在通信、产品化的应用，持续创新，孵化基带新技术，为产品创造核心价值。岗位要求:1、计算机、软件、电子、通信等相关专业本科及以上学历；2、熟练掌握汇编/C/C++编程语言，对CPU、操作系统、Linux驱动有一定的了解；3、有AI、并行化、嵌入式软件开发经验者优先。工作地点：武汉、东莞、西安、南京、北京、上海、杭州、济南、深圳、成都招聘岗位：通用软件开发工程师、应用软件开发工程师、嵌入式软件开发工程师、软件开发工程师、操作系统开发工程师、数据库开发工程师关于我们：公共开发部，引领网络产业进入自动驾驶时代，打造业界竞争力最佳的ICT公共平台，成为软件工程能力提升的标杆，研发效率业界最佳。这里有ICT公共软件平台，支持公司运营商业千亿级收入；这里有NAIE（Network AI Engine）和管控析平台，聚焦人工智能技术，孕育未来自动驾驶网络的核心能力；这里有引领自动驾驶网络跨时代的NCE（Network Cloud Engine）和MAE（MBB Automation Engine）产品；这里更有融合先进ABC（AI、BigData、Cloud）的软件能力，实现软硬件的解耦和基础设施云化，为用户带来人工智能世界的极致体验。欢迎傲娇勇敢的你，加入我们，在领先的网络领域打造世界级的创新。,其他,上市公司,500-1000人
数数科技,资深数据分析师,淮北,29-53K,初中及以下,5-10年,数据分析/挖掘经验 文娱/游戏行业数据相关经验 数据指标搭建 数据治理 游戏,职责描述：1. 为游戏行业客户提供数据分析业务的体系化建设思路，制定满足客户需求的数据分析全链路解决方案，发掘客户数据远景，传递数据的业务价值2. 引导客户完成数据平台的实施落地工作，向客户传递数据平台的使用方法，提高客户的数据分析效率3. 了解并分析客户使用数据平台的习惯，根据客户的使用深度及业务特点，向客户提供专业的建议及业务支持，增加客户的数据分析深度4. 具备复杂场景数据分析能力，擅于运用各类数据分析技术开展分析工作，并能沉淀关键分析思路，为数据平台的产品功能迭代提供可能方向5. 与客户保持密切联系，通过问题解答、产品培训、案例分享、业务分析等方式，深入了解游戏行业的业务分析需求及我方产品的最佳实践案例，构建产品使用知识库任职要求：1. 数学、计算机或相关专业本科或硕士学历，985/211以及海外背景优先2. 5年以上相关经验，有数据指标搭建/埋点设计/数据治理/数据产品建设/业务数据分析/带团队经验者优先3. 有大数据相关技术基础，具备企业级数据服务经验者优先4. 沟通表达能力优、抗压能力强、协调推动能力强,互联网,上市公司,1000-5000人
